epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,567.161,1.33712,1.23052,1.6332,0.95953,0.96774,0.94151,0.45829,1.66099,1.50061,2.37411,0.0005942,0.0005942,0.0005942
73,574.883,1.06774,1.0412,1.44066,0.95953,0.96774,0.94151,0.45829,1.66099,1.50061,2.37411,0.0005744,0.0005744,0.0005744
74,582.741,1.32359,1.20472,1.86482,0.96118,0.93548,0.9378,0.56103,1.31756,1.40976,1.83335,0.0005546,0.0005546,0.0005546
75,590.515,1.14687,0.99017,1.43061,0.96118,0.93548,0.9378,0.56103,1.31756,1.40976,1.83335,0.0005348,0.0005348,0.0005348
76,598.18,1.23298,1.11697,1.55266,0.93839,0.90323,0.93225,0.61321,1.09673,1.44449,1.55265,0.000515,0.000515,0.000515
77,605.717,1.18173,0.91221,1.51117,0.93839,0.90323,0.93225,0.61321,1.09673,1.44449,1.55265,0.0004952,0.0004952,0.0004952
78,613.287,1.16534,1.11058,1.5413,0.96756,0.96228,0.94056,0.64248,1.0638,1.44314,1.53104,0.0004754,0.0004754,0.0004754
79,621.033,1.60249,1.60638,2.07067,0.96756,0.96228,0.94056,0.64248,1.0638,1.44314,1.53104,0.0004556,0.0004556,0.0004556
80,628.765,1.39046,1.28073,2.02562,0.96473,0.96774,0.93937,0.63743,1.1913,1.33509,1.67034,0.0004358,0.0004358,0.0004358
81,636.418,0.94272,0.91823,1.33786,0.96473,0.96774,0.93937,0.63743,1.1913,1.33509,1.67034,0.000416,0.000416,0.000416
82,644.302,1.49351,1.20288,1.91063,0.96726,0.96774,0.93702,0.59039,1.33551,1.24838,1.85181,0.0003962,0.0003962,0.0003962
83,652.087,1.22589,1.0064,1.71357,0.96726,0.96774,0.93702,0.59039,1.33551,1.24838,1.85181,0.0003764,0.0003764,0.0003764
84,659.95,1.30508,1.1709,1.75797,0.96538,0.96774,0.93702,0.53981,1.52928,1.18735,2.15297,0.0003566,0.0003566,0.0003566
85,667.664,1.2016,0.97004,1.5259,0.96538,0.96774,0.93702,0.53981,1.52928,1.18735,2.15297,0.0003368,0.0003368,0.0003368
86,675.214,1.28379,1.13887,1.78069,0.96461,0.96774,0.93702,0.4904,1.67647,1.21011,2.36212,0.000317,0.000317,0.000317
87,683.128,1.18997,0.95748,1.50008,0.96461,0.96774,0.93702,0.4904,1.67647,1.21011,2.36212,0.0002972,0.0002972,0.0002972
88,691.374,1.22794,1.01345,1.43029,0.96461,0.96774,0.94046,0.49531,1.69139,1.19076,2.3405,0.0002774,0.0002774,0.0002774
89,700.208,1.06196,1.22254,1.39465,0.96461,0.96774,0.94046,0.49531,1.69139,1.19076,2.3405,0.0002576,0.0002576,0.0002576
90,708.765,1.10743,1.07052,1.48227,0.96459,0.96774,0.94047,0.51723,1.61089,1.1594,2.18486,0.0002378,0.0002378,0.0002378
91,717.529,1.03527,1.06882,1.37292,0.96459,0.96774,0.94047,0.51723,1.61089,1.1594,2.18486,0.000218,0.000218,0.000218
92,726.38,1.00857,1.12906,1.53398,0.96462,0.96774,0.94057,0.53813,1.52855,1.11937,2.06911,0.0001982,0.0001982,0.0001982
93,735.079,1.19838,1.48664,1.55361,0.96462,0.96774,0.94057,0.53813,1.52855,1.11937,2.06911,0.0001784,0.0001784,0.0001784
94,743.535,0.93952,1.37941,1.63254,0.96357,0.96774,0.93984,0.54809,1.47552,1.12017,1.97809,0.0001586,0.0001586,0.0001586
95,752.231,1.04499,1.59912,1.86691,0.96357,0.96774,0.93984,0.54809,1.47552,1.12017,1.97809,0.0001388,0.0001388,0.0001388
96,761.368,1.1019,0.99102,1.60313,0.96243,0.96774,0.94135,0.58043,1.41979,1.11363,1.88921,0.000119,0.000119,0.000119
97,770.292,0.73018,1.22571,1.38592,0.96243,0.96774,0.94135,0.58043,1.41979,1.11363,1.88921,9.92e-05,9.92e-05,9.92e-05
98,778.73,0.93423,0.95482,1.24403,0.96122,0.96774,0.94036,0.57941,1.40046,1.12029,1.8615,7.94e-05,7.94e-05,7.94e-05
99,786.859,0.78975,1.23438,1.44229,0.96122,0.96774,0.94036,0.57941,1.40046,1.12029,1.8615,5.96e-05,5.96e-05,5.96e-05
100,794.749,0.78979,1.00129,1.44773,0.95907,0.96774,0.94134,0.5781,1.37463,1.11553,1.82019,3.98e-05,3.98e-05,3.98e-05
