epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.9436,1.72675,1.826,1.78249,0.96396,0.96774,0.93962,0.62403,1.16625,1.30665,1.60705,4e-05,4e-05,4e-05
2,36.8839,1.56194,1.5198,1.70927,0.93588,0.93548,0.93666,0.47916,1.68432,1.35476,2.34195,9.901e-05,9.901e-05,9.901e-05
3,53.8383,1.29091,1.2551,1.45443,0.88158,0.96073,0.90509,0.35273,2.11038,1.51435,3.16384,0.000156832,0.000156832,0.000156832
4,70.4333,1.3979,1.40855,1.53972,0.87158,0.96774,0.93183,0.39984,1.92836,1.6886,2.75894,0.000213466,0.000213466,0.000213466
5,87.499,1.29064,1.14743,1.41828,0.94756,0.96774,0.94301,0.5855,1.37131,1.57946,1.80781,0.000268912,0.000268912,0.000268912
6,104.359,1.41469,1.19029,1.5347,0.91447,0.96774,0.94196,0.60174,1.23213,1.33081,1.6224,0.00032317,0.00032317,0.00032317
7,121.19,1.30821,1.19206,1.46935,0.91674,0.93548,0.94078,0.48868,1.4958,1.17685,1.9012,0.00037624,0.00037624,0.00037624
8,138.301,1.45006,1.26451,1.50682,0.90461,0.93548,0.94519,0.451,1.67887,1.18878,2.11547,0.000428122,0.000428122,0.000428122
9,155.164,1.30961,1.24193,1.47465,0.9653,0.96774,0.94025,0.40895,1.85337,1.19589,2.28444,0.000478816,0.000478816,0.000478816
10,173.149,1.23051,1.10571,1.37072,0.96637,0.96774,0.94025,0.43154,1.83117,1.2263,2.24616,0.000528322,0.000528322,0.000528322
11,191.395,1.2585,1.12638,1.35768,0.96722,0.95207,0.93702,0.50894,1.61462,1.27505,1.98566,0.00057664,0.00057664,0.00057664
12,208.336,1.41915,1.28687,1.53433,0.90838,0.95961,0.92782,0.49109,1.62124,1.28362,1.99712,0.00062377,0.00062377,0.00062377
13,225.209,1.25175,1.1763,1.39724,0.87819,0.9304,0.91607,0.4352,1.81111,1.25088,2.26084,0.000669712,0.000669712,0.000669712
14,242.137,1.31097,1.1302,1.41752,0.84747,0.89628,0.87704,0.32993,2.08673,1.41804,2.73069,0.000714466,0.000714466,0.000714466
15,258.848,1.2686,1.20965,1.38331,0.81709,0.86475,0.79181,0.3054,2.04424,1.52982,2.69683,0.000758032,0.000758032,0.000758032
16,276.151,1.37241,1.13667,1.40802,0.84842,0.90275,0.82893,0.35679,1.87804,1.50714,2.4827,0.00080041,0.00080041,0.00080041
17,293.105,1.25512,1.0958,1.36251,0.83286,0.87097,0.91054,0.44401,1.64214,1.47089,2.13452,0.0008416,0.0008416,0.0008416
18,309.88,1.19497,1.15399,1.37137,0.77537,0.89101,0.8669,0.45178,1.48068,1.53238,1.90375,0.000881602,0.000881602,0.000881602
19,326.791,1.31857,1.12605,1.39749,0.74338,0.90323,0.83809,0.45252,1.43755,1.63229,1.81867,0.000920416,0.000920416,0.000920416
20,343.44,1.26873,1.09044,1.43077,0.89619,0.93548,0.89703,0.47957,1.47759,1.42916,1.93388,0.000958042,0.000958042,0.000958042
21,360.106,1.20363,1.07106,1.37982,0.87224,0.93548,0.92429,0.47405,1.5957,1.47535,2.11023,0.00099448,0.00099448,0.00099448
22,377.011,1.24706,1.07631,1.39059,0.8469,0.87097,0.86875,0.43716,1.68292,1.53435,2.22117,0.00102973,0.00102973,0.00102973
23,393.852,1.19596,1.12734,1.36317,0.7929,0.90323,0.83411,0.4037,1.72077,1.62928,2.21436,0.00106379,0.00106379,0.00106379
24,410.45,1.25986,1.16282,1.47753,0.79821,0.93548,0.87626,0.44832,1.56872,1.33872,1.98534,0.00109667,0.00109667,0.00109667
25,427.107,1.23282,1.06521,1.385,0.85098,0.96774,0.94523,0.49853,1.55295,1.26443,1.96039,0.00112835,0.00112835,0.00112835
26,443.893,1.13475,1.06111,1.40022,0.89169,0.93548,0.93407,0.42446,1.81931,1.36131,2.32632,0.00115885,0.00115885,0.00115885
27,460.772,1.31787,1.05154,1.37349,0.87623,0.91367,0.93872,0.43863,1.74096,1.29812,2.28028,0.00118816,0.00118816,0.00118816
28,477.667,1.27477,1.05035,1.35798,0.87794,0.92825,0.94223,0.51073,1.54183,1.20869,2.03066,0.00121628,0.00121628,0.00121628
29,494.431,1.36165,1.11303,1.47653,0.87794,0.92825,0.94223,0.51073,1.54183,1.20869,2.03066,0.00124322,0.00124322,0.00124322
30,511.524,1.2695,1.04067,1.38562,0.90427,0.91439,0.9417,0.53914,1.46297,1.13649,1.97264,0.00126896,0.00126896,0.00126896
31,528.434,1.25975,1.03802,1.37114,0.90795,0.95474,0.94101,0.44905,1.70988,1.0874,2.22975,0.00129352,0.00129352,0.00129352
32,545.107,1.15613,0.98238,1.34787,0.96666,0.93535,0.94502,0.45915,1.65599,1.09603,2.04405,0.00131689,0.00131689,0.00131689
33,561.925,1.23428,1.08015,1.41203,0.96666,0.93535,0.94502,0.45915,1.65599,1.09603,2.04405,0.00133907,0.00133907,0.00133907
34,578.851,1.27382,1.04825,1.41123,0.95729,0.93548,0.94213,0.51716,1.53319,1.0633,1.92524,0.0013466,0.0013466,0.0013466
35,595.598,1.1592,0.95479,1.30681,0.96655,0.93224,0.93955,0.51206,1.49882,1.073,1.95723,0.0013268,0.0013268,0.0013268
36,612.373,1.19494,1.02183,1.37342,0.95261,0.74194,0.88259,0.52337,1.38297,1.17291,1.83385,0.001307,0.001307,0.001307
37,629.367,1.18207,1.01896,1.35512,0.95261,0.74194,0.88259,0.52337,1.38297,1.17291,1.83385,0.0012872,0.0012872,0.0012872
38,647.172,1.25269,1.01226,1.38688,0.95827,0.74078,0.78895,0.49922,1.37972,1.27198,1.76342,0.0012674,0.0012674,0.0012674
39,664.743,1.1043,1.03413,1.37264,0.89075,0.90323,0.90249,0.54306,1.31927,1.13144,1.68936,0.0012476,0.0012476,0.0012476
40,681.706,1.14987,0.99763,1.33981,0.95532,0.90323,0.93103,0.58715,1.25757,1.07762,1.62324,0.0012278,0.0012278,0.0012278
41,698.012,1.06439,0.9814,1.31764,0.95532,0.90323,0.93103,0.58715,1.25757,1.07762,1.62324,0.001208,0.001208,0.001208
42,714.591,1.16439,1.00452,1.38922,0.94573,0.80645,0.91109,0.61171,1.15055,1.07732,1.51587,0.0011882,0.0011882,0.0011882
43,731.123,1.11667,0.95125,1.32003,0.9205,0.87097,0.91652,0.64327,1.06042,1.05139,1.47452,0.0011684,0.0011684,0.0011684
44,747.685,1.14902,0.99999,1.31657,0.93511,0.92981,0.92203,0.65314,1.01207,1.10995,1.43798,0.0011486,0.0011486,0.0011486
45,763.887,1.20803,0.98598,1.41329,0.93511,0.92981,0.92203,0.65314,1.01207,1.10995,1.43798,0.0011288,0.0011288,0.0011288
46,780.756,1.11131,0.9228,1.30531,0.90861,0.87097,0.9142,0.64118,1.0499,1.23768,1.47409,0.001109,0.001109,0.001109
47,797.311,1.0987,0.93382,1.28778,0.90255,0.87097,0.91061,0.65082,1.02996,1.1637,1.44411,0.0010892,0.0010892,0.0010892
48,814.413,1.14559,0.96723,1.34809,0.96383,0.85997,0.91873,0.66492,1.00161,1.00297,1.38625,0.0010694,0.0010694,0.0010694
49,831.319,1.15963,0.97033,1.28612,0.96383,0.85997,0.91873,0.66492,1.00161,1.00297,1.38625,0.0010496,0.0010496,0.0010496
50,848.106,1.15714,0.94257,1.34625,0.92793,0.90323,0.92307,0.68515,0.96269,0.89433,1.36352,0.0010298,0.0010298,0.0010298
51,864.445,1.12415,0.91542,1.37472,0.89986,0.96774,0.93308,0.63816,1.11668,0.89965,1.4989,0.00101,0.00101,0.00101
52,883.683,1.09969,0.91349,1.33397,0.93553,0.96774,0.94473,0.58954,1.39622,0.91224,1.79443,0.0009902,0.0009902,0.0009902
53,903.548,1.19563,0.90223,1.298,0.93553,0.96774,0.94473,0.58954,1.39622,0.91224,1.79443,0.0009704,0.0009704,0.0009704
54,921.036,1.10035,0.88,1.30005,0.96763,0.96451,0.94494,0.57061,1.43863,0.91812,1.87239,0.0009506,0.0009506,0.0009506
55,938.951,1.14901,0.89097,1.36335,0.96523,0.96774,0.94419,0.59768,1.23405,0.85009,1.68106,0.0009308,0.0009308,0.0009308
56,957.172,1.06672,0.86161,1.24864,0.96482,0.96774,0.94557,0.67092,0.94844,0.77656,1.39278,0.000911,0.000911,0.000911
57,974.305,1.165,0.84447,1.33191,0.96482,0.96774,0.94557,0.67092,0.94844,0.77656,1.39278,0.0008912,0.0008912,0.0008912
58,991.246,1.16877,0.9172,1.40218,0.96549,0.96774,0.95355,0.68951,0.9212,0.81621,1.3526,0.0008714,0.0008714,0.0008714
