epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3605.52,1.16907,1.13999,1.40405,0.42026,0.425,0.35685,0.11059,2.16724,2.69713,2.42012,0.000986206,0.000986206,0.000986206
43,3908.56,1.29491,1.22008,1.54681,0.42026,0.425,0.35685,0.11059,2.16724,2.69713,2.42012,0.00099314,0.00099314,0.00099314
44,4309.14,1.08072,1.12072,1.35146,0.49765,0.5,0.39225,0.15517,2.13066,2.62493,2.25945,0.000999282,0.000999282,0.000999282
45,4543.99,1.58058,1.61365,1.88092,0.49765,0.5,0.39225,0.15517,2.13066,2.62493,2.25945,0.00100463,0.00100463,0.00100463
46,4649.51,1.1462,1.26069,1.40455,0.42354,0.425,0.39322,0.15016,2.15933,2.44169,2.28587,0.00100919,0.00100919,0.00100919
47,4756.34,1.29132,1.22963,1.49633,0.42354,0.425,0.39322,0.15016,2.15933,2.44169,2.28587,0.00101296,0.00101296,0.00101296
48,4828.41,1.249,1.21327,1.49541,0.63116,0.25699,0.34295,0.12423,2.33432,2.4758,2.4128,0.00101593,0.00101593,0.00101593
49,4936.8,1.27092,1.29379,1.48852,0.63116,0.25699,0.34295,0.12423,2.33432,2.4758,2.4128,0.00101811,0.00101811,0.00101811
50,5043.96,1.17135,1.13498,1.31273,0.38166,0.275,0.30634,0.10676,2.25485,2.41881,2.35502,0.0010195,0.0010195,0.0010195
51,5132.97,1.03215,1.15987,1.41017,0.38166,0.275,0.30634,0.10676,2.25485,2.41881,2.35502,0.00101,0.00101,0.00101
52,5210.8,1.26514,1.22573,1.53126,0.21072,0.25,0.20232,0.06928,2.3254,2.70185,2.41696,0.0009902,0.0009902,0.0009902
53,5288.37,1.20549,1.21289,1.48586,0.21072,0.25,0.20232,0.06928,2.3254,2.70185,2.41696,0.0009704,0.0009704,0.0009704
54,5385.22,1.23122,1.22511,1.43244,0.4985,0.3,0.3124,0.11828,2.2692,2.30727,2.31024,0.0009506,0.0009506,0.0009506
55,5484.67,1.10483,1.13605,1.36921,0.4985,0.3,0.3124,0.11828,2.2692,2.30727,2.31024,0.0009308,0.0009308,0.0009308
56,5588.97,1.23418,1.20487,1.51111,0.39299,0.325,0.33312,0.13287,2.35332,2.28146,2.40961,0.000911,0.000911,0.000911
57,5655.23,1.2629,1.11741,1.41695,0.39299,0.325,0.33312,0.13287,2.35332,2.28146,2.40961,0.0008912,0.0008912,0.0008912
58,5753.63,1.28475,1.13665,1.58406,0.36866,0.3,0.28028,0.11014,2.33197,2.49661,2.47423,0.0008714,0.0008714,0.0008714
59,5821.36,1.2239,1.09538,1.39137,0.36866,0.3,0.28028,0.11014,2.33197,2.49661,2.47423,0.0008516,0.0008516,0.0008516
60,5904.3,1.35429,1.13815,1.64934,0.44761,0.275,0.27699,0.12035,2.30715,2.39303,2.44637,0.0008318,0.0008318,0.0008318
61,6006.68,1.12756,0.98533,1.327,0.44761,0.275,0.27699,0.12035,2.30715,2.39303,2.44637,0.000812,0.000812,0.000812
62,6113.31,1.23586,1.04168,1.50735,0.76121,0.25,0.34174,0.16503,2.29213,2.20739,2.34527,0.0007922,0.0007922,0.0007922
63,6208.23,1.01208,0.96882,1.26843,0.76121,0.25,0.34174,0.16503,2.29213,2.20739,2.34527,0.0007724,0.0007724,0.0007724
64,6265.01,1.36749,1.26028,1.64739,0.77323,0.25,0.36821,0.16631,2.28038,2.10923,2.31842,0.0007526,0.0007526,0.0007526
65,6352.78,0.99363,0.98289,1.28699,0.77323,0.25,0.36821,0.16631,2.28038,2.10923,2.31842,0.0007328,0.0007328,0.0007328
66,6427.79,1.22127,1.11777,1.52351,0.31774,0.3,0.2808,0.13318,2.38129,2.22118,2.35894,0.000713,0.000713,0.000713
67,6494.19,1.20882,1.02592,1.41775,0.31774,0.3,0.2808,0.13318,2.38129,2.22118,2.35894,0.0006932,0.0006932,0.0006932
68,6549.75,1.18405,1.01032,1.47236,0.30389,0.38208,0.3148,0.1457,2.29125,2.24908,2.31128,0.0006734,0.0006734,0.0006734
69,6642.07,1.32548,1.29151,1.55251,0.30389,0.38208,0.3148,0.1457,2.29125,2.24908,2.31128,0.0006536,0.0006536,0.0006536
70,6703.15,1.08646,1.17968,1.34675,0.44301,0.4,0.36123,0.17172,2.26643,2.09097,2.32736,0.0006338,0.0006338,0.0006338
71,6765.19,1.30898,1.0587,1.5875,0.44301,0.4,0.36123,0.17172,2.26643,2.09097,2.32736,0.000614,0.000614,0.000614
72,6821.01,1.05165,0.91463,1.28188,0.47866,0.41334,0.42758,0.19957,2.16279,2.04168,2.27799,0.0005942,0.0005942,0.0005942
73,6895.9,1.37109,1.15274,1.73913,0.47866,0.41334,0.42758,0.19957,2.16279,2.04168,2.27799,0.0005744,0.0005744,0.0005744
74,6946.79,1.06979,1.09332,1.38101,0.53701,0.375,0.39844,0.1947,2.13019,2.08663,2.29004,0.0005546,0.0005546,0.0005546
75,7032.36,0.9874,0.98626,1.28569,0.53701,0.375,0.39844,0.1947,2.13019,2.08663,2.29004,0.0005348,0.0005348,0.0005348
76,7093.15,1.14903,0.98381,1.3513,0.27678,0.375,0.25816,0.14449,2.24426,2.32152,2.36294,0.000515,0.000515,0.000515
77,7146.44,1.24634,1.20854,1.5038,0.27678,0.375,0.25816,0.14449,2.24426,2.32152,2.36294,0.0004952,0.0004952,0.0004952
78,7242.18,1.07634,0.90244,1.27965,0.21414,0.275,0.21335,0.11,2.35266,2.47701,2.43528,0.0004754,0.0004754,0.0004754
79,7306.31,1.11846,1.00326,1.36171,0.21414,0.275,0.21335,0.11,2.35266,2.47701,2.43528,0.0004556,0.0004556,0.0004556
80,7352.79,1.03063,0.88641,1.20982,0.23311,0.275,0.23608,0.13339,2.25653,2.3114,2.33505,0.0004358,0.0004358,0.0004358
81,7441.3,1.1917,1.11279,1.42747,0.23311,0.275,0.23608,0.13339,2.25653,2.3114,2.33505,0.000416,0.000416,0.000416
82,7539.01,1.17566,1.10093,1.40557,0.35603,0.45,0.30251,0.1566,2.09639,2.15527,2.17363,0.0003962,0.0003962,0.0003962
83,7618.33,1.08073,0.98644,1.39216,0.35603,0.45,0.30251,0.1566,2.09639,2.15527,2.17363,0.0003764,0.0003764,0.0003764
84,7676.45,1.07159,1.0481,1.37595,0.41845,0.4,0.31012,0.1584,2.05562,2.12472,2.13724,0.0003566,0.0003566,0.0003566
85,7721.37,1.16418,1.00503,1.37787,0.41845,0.4,0.31012,0.1584,2.05562,2.12472,2.13724,0.0003368,0.0003368,0.0003368
86,7827.25,1.12319,1.05624,1.37707,0.39438,0.425,0.34307,0.16882,2.04326,2.1197,2.14132,0.000317,0.000317,0.000317
87,7887.33,1.20736,1.20448,1.57655,0.39438,0.425,0.34307,0.16882,2.04326,2.1197,2.14132,0.0002972,0.0002972,0.0002972
88,7948.26,1.05847,0.96731,1.352,0.45897,0.36073,0.36347,0.17361,2.02464,2.11636,2.11982,0.0002774,0.0002774,0.0002774
89,8038.39,1.13261,0.92433,1.4124,0.45897,0.36073,0.36347,0.17361,2.02464,2.11636,2.11982,0.0002576,0.0002576,0.0002576
90,8134.28,1.04776,0.8507,1.24198,0.45848,0.4,0.3558,0.1665,2.02507,2.12642,2.11893,0.0002378,0.0002378,0.0002378
91,8218.55,1.16994,1.26866,1.56163,0.45848,0.4,0.3558,0.1665,2.02507,2.12642,2.11893,0.000218,0.000218,0.000218
92,8292.08,0.94333,1.06125,1.27985,0.38629,0.37772,0.3478,0.16828,2.03044,2.16031,2.11818,0.0001982,0.0001982,0.0001982
93,8387.73,1.0537,1.04865,1.40952,0.38629,0.37772,0.3478,0.16828,2.03044,2.16031,2.11818,0.0001784,0.0001784,0.0001784
94,8463.07,0.95542,0.95042,1.27453,0.5997,0.25,0.2805,0.14874,2.08849,2.23362,2.15699,0.0001586,0.0001586,0.0001586
95,8535.75,0.99844,1.1078,1.40102,0.5997,0.25,0.2805,0.14874,2.08849,2.23362,2.15699,0.0001388,0.0001388,0.0001388
96,8591.94,0.92795,1.01417,1.26956,0.59571,0.25,0.27331,0.13954,2.16951,2.29294,2.2183,0.000119,0.000119,0.000119
97,8646.68,0.8624,1.00101,1.33135,0.59571,0.25,0.27331,0.13954,2.16951,2.29294,2.2183,9.92e-05,9.92e-05,9.92e-05
98,8733.88,0.9442,0.98571,1.26979,0.55088,0.25,0.27531,0.13788,2.19468,2.303,2.24304,7.94e-05,7.94e-05,7.94e-05
99,8781.76,0.73853,0.90718,1.10914,0.55088,0.25,0.27531,0.13788,2.19468,2.303,2.24304,5.96e-05,5.96e-05,5.96e-05
100,8828.62,0.8845,0.86354,1.19607,0.51043,0.25,0.26148,0.13869,2.19832,2.29207,2.24991,3.98e-05,3.98e-05,3.98e-05
