epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,478.424,1.21104,1.29089,1.49798,0.23193,0.375,0.20806,0.12471,1.81092,2.56867,1.99042,0.000355368,0.000355368,0.000355368
80,484.701,1.69204,1.72256,2.04753,0.23193,0.375,0.20806,0.12471,1.81092,2.56867,1.99042,0.000344282,0.000344282,0.000344282
81,489.043,1.20403,1.3712,1.5344,0.24853,0.625,0.23561,0.12397,1.91814,2.51153,2.08344,0.0003328,0.0003328,0.0003328
82,492.469,1.36767,1.19923,1.50191,0.24853,0.625,0.23561,0.12397,1.91814,2.51153,2.08344,0.000320922,0.000320922,0.000320922
83,496.056,1.18527,1.15195,1.40949,0.24853,0.625,0.23561,0.12397,1.91814,2.51153,2.08344,0.000308648,0.000308648,0.000308648
84,499.509,1.32277,1.61208,1.73711,0.2829,0.25,0.18952,0.09343,2.26151,2.49297,2.32368,0.000295978,0.000295978,0.000295978
85,504.04,1.08648,1.30815,1.40402,0.2829,0.25,0.18952,0.09343,2.26151,2.49297,2.32368,0.000282912,0.000282912,0.000282912
86,510.192,1.46619,1.69372,1.6807,0.2829,0.25,0.18952,0.09343,2.26151,2.49297,2.32368,0.00026945,0.00026945,0.00026945
87,516.426,1.58743,2.28642,1.81714,0.2829,0.25,0.18952,0.09343,2.26151,2.49297,2.32368,0.000255592,0.000255592,0.000255592
88,520.069,1.1842,1.1787,1.50501,0.22856,0.375,0.19232,0.06946,2.36463,2.58134,2.31692,0.000241338,0.000241338,0.000241338
89,523.829,1.45647,1.47745,1.57805,0.22856,0.375,0.19232,0.06946,2.36463,2.58134,2.31692,0.000226688,0.000226688,0.000226688
90,527.682,1.18833,1.46037,1.57738,0.22856,0.375,0.19232,0.06946,2.36463,2.58134,2.31692,0.000211642,0.000211642,0.000211642
