epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.4229,1.72675,1.826,1.78249,0.82121,0.83333,0.75317,0.51764,1.26685,2.22591,1.93267,4e-05,4e-05,4e-05
2,34.8019,1.45836,1.37608,1.56698,0.82415,0.83333,0.75308,0.4032,1.68343,2.07208,2.59113,9.901e-05,9.901e-05,9.901e-05
3,52.2659,1.43463,1.30445,1.49705,0.82018,0.83333,0.72356,0.25903,2.10088,2.01145,3.56449,0.000156832,0.000156832,0.000156832
4,68.4398,1.44953,1.28775,1.51318,0.807,0.83333,0.77903,0.33797,1.8981,2.41927,3.18404,0.000213466,0.000213466,0.000213466
5,84.56,1.49937,1.20824,1.53281,0.80188,0.83333,0.84287,0.55264,1.36828,2.21136,1.93874,0.000268912,0.000268912,0.000268912
6,100.883,1.36208,1.21895,1.45355,0.81391,0.83333,0.81882,0.55757,1.24904,1.88063,1.76178,0.00032317,0.00032317,0.00032317
7,117.677,1.38318,1.35155,1.48154,0.82522,0.83333,0.80807,0.38303,1.65969,2.35178,2.33412,0.00037624,0.00037624,0.00037624
8,134.012,1.44953,1.29058,1.50982,0.82509,0.83333,0.80757,0.31003,1.93168,2.4451,2.78809,0.000428122,0.000428122,0.000428122
9,150.209,1.29366,1.09254,1.41374,0.62918,0.83333,0.72125,0.25912,2.05303,2.68671,3.04478,0.000478816,0.000478816,0.000478816
10,166.324,1.30981,1.28479,1.4514,0.82937,0.81352,0.72574,0.32881,1.91368,2.41454,2.8735,0.000528322,0.000528322,0.000528322
11,183.084,1.27133,1.1826,1.38228,0.68217,0.83333,0.72271,0.37592,1.69584,1.9897,2.59657,0.00057664,0.00057664,0.00057664
12,199.047,1.27668,1.16455,1.4408,0.69922,0.83333,0.75499,0.36188,1.82458,1.9884,2.8667,0.00062377,0.00062377,0.00062377
13,214.465,1.26303,1.14668,1.43817,0.81769,0.83333,0.80979,0.36542,1.70348,1.90056,2.7637,0.000669712,0.000669712,0.000669712
14,230.491,1.34554,1.25672,1.46315,0.82234,0.83333,0.81001,0.49607,1.42609,1.66842,2.06292,0.000714466,0.000714466,0.000714466
15,246.431,1.29616,1.19593,1.40584,0.80245,0.83333,0.76794,0.52247,1.11205,1.74802,1.59052,0.000758032,0.000758032,0.000758032
16,262.407,1.18733,1.03735,1.33026,0.68917,0.83333,0.7471,0.51944,1.10363,1.60993,1.5299,0.00080041,0.00080041,0.00080041
17,278.198,1.32758,1.19036,1.48059,0.82107,0.83333,0.73344,0.37614,1.62177,1.66291,2.22598,0.0008416,0.0008416,0.0008416
18,293.482,1.28595,1.15368,1.4332,0.81284,0.83333,0.73366,0.3538,1.70013,1.82981,2.22028,0.000881602,0.000881602,0.000881602
19,308.591,1.28242,1.11691,1.40206,0.78328,0.83333,0.73231,0.45292,1.38353,1.9597,1.80615,0.000920416,0.000920416,0.000920416
20,324.057,1.37933,1.18938,1.45663,0.82795,0.8064,0.73564,0.51146,1.17234,1.89466,1.69333,0.000958042,0.000958042,0.000958042
21,339.667,1.33567,1.11593,1.43232,0.81973,0.83333,0.74048,0.55337,1.11096,1.7271,1.63284,0.00099448,0.00099448,0.00099448
22,354.954,1.32413,1.12504,1.43888,0.81663,0.83333,0.7396,0.49976,1.30111,1.60734,1.92255,0.00102973,0.00102973,0.00102973
23,370.624,1.21459,0.99292,1.35286,0.81714,0.83333,0.70108,0.33244,1.73807,1.7624,2.36467,0.00106379,0.00106379,0.00106379
24,386.138,1.31907,1.12057,1.41606,0.81541,0.83333,0.70917,0.27385,1.91833,1.92811,2.6037,0.00109667,0.00109667,0.00109667
25,401.265,1.17165,1.07902,1.39449,0.81928,0.83333,0.71503,0.26353,1.91279,1.86256,2.63207,0.00112835,0.00112835,0.00112835
26,416.714,1.15663,1.02116,1.32808,0.81838,0.83333,0.74917,0.29926,1.88023,1.80779,2.44985,0.00115885,0.00115885,0.00115885
27,431.95,1.18463,1.02224,1.36413,0.82091,0.83333,0.83167,0.38471,1.77823,1.68518,2.25691,0.00118816,0.00118816,0.00118816
28,447.18,1.07714,0.93419,1.29531,0.81592,0.83333,0.81567,0.42861,1.73605,1.76855,2.27068,0.00121628,0.00121628,0.00121628
29,462.556,1.21717,1.01975,1.37452,0.81592,0.83333,0.81567,0.42861,1.73605,1.76855,2.27068,0.00124322,0.00124322,0.00124322
30,478.172,1.18778,1.0008,1.32827,0.81985,0.83333,0.75189,0.35207,1.7356,1.75422,2.45163,0.00126896,0.00126896,0.00126896
31,493.65,1.14242,1.00572,1.32039,0.8046,0.83333,0.77856,0.40092,1.58195,1.72945,2.17545,0.00129352,0.00129352,0.00129352
32,509.478,1.14546,1.02077,1.30188,0.80517,0.83333,0.80689,0.44707,1.70248,1.99032,2.23265,0.00131689,0.00131689,0.00131689
33,525.333,1.14928,0.9648,1.38158,0.80517,0.83333,0.80689,0.44707,1.70248,1.99032,2.23265,0.00133907,0.00133907,0.00133907
34,540.584,1.21228,0.96037,1.36522,0.81766,0.83333,0.80728,0.3579,1.82838,1.8042,2.58389,0.0013466,0.0013466,0.0013466
35,556.181,1.22678,1.07164,1.35583,0.82502,0.79175,0.80752,0.36199,1.99154,1.89292,2.85076,0.0013268,0.0013268,0.0013268
36,571.459,1.18235,0.9765,1.32471,0.81633,0.83333,0.77926,0.4589,1.71324,1.65976,2.32259,0.001307,0.001307,0.001307
37,586.984,1.19782,1.03433,1.34729,0.81633,0.83333,0.77926,0.4589,1.71324,1.65976,2.32259,0.0012872,0.0012872,0.0012872
38,602.522,1.19529,0.97577,1.37796,0.82318,0.83333,0.72404,0.47437,1.3805,1.54333,1.92778,0.0012674,0.0012674,0.0012674
39,617.649,1.20133,1.02121,1.39872,0.82175,0.83333,0.75189,0.44691,1.37219,1.50195,1.98267,0.0012476,0.0012476,0.0012476
40,632.931,1.25593,1.07004,1.34658,0.82259,0.83333,0.75292,0.49168,1.39423,1.51919,1.90411,0.0012278,0.0012278,0.0012278
41,648.143,1.1593,0.96807,1.35718,0.82259,0.83333,0.75292,0.49168,1.39423,1.51919,1.90411,0.001208,0.001208,0.001208
42,663.628,1.2309,1.01862,1.33314,0.82392,0.83333,0.72537,0.45672,1.40893,1.5243,1.96923,0.0011882,0.0011882,0.0011882
43,679.554,1.11868,0.9473,1.33636,0.82436,0.83333,0.72562,0.42591,1.49601,1.51527,2.24074,0.0011684,0.0011684,0.0011684
44,694.819,1.24415,0.95851,1.33645,0.82557,0.83333,0.72648,0.42669,1.53832,1.48011,2.32506,0.0011486,0.0011486,0.0011486
45,709.978,1.18603,1.00547,1.37882,0.82557,0.83333,0.72648,0.42669,1.53832,1.48011,2.32506,0.0011288,0.0011288,0.0011288
46,725.257,1.19379,0.93384,1.32569,0.82508,0.83333,0.72826,0.34881,1.73162,1.43747,2.57818,0.001109,0.001109,0.001109
47,740.44,1.13229,0.93795,1.31061,0.82461,0.83333,0.72949,0.38696,1.63564,1.46511,2.44627,0.0010892,0.0010892,0.0010892
48,755.664,1.21989,0.93211,1.33003,0.82428,0.83333,0.72581,0.41802,1.47327,1.51362,2.13001,0.0010694,0.0010694,0.0010694
49,770.83,1.09305,0.915,1.29113,0.82428,0.83333,0.72581,0.41802,1.47327,1.51362,2.13001,0.0010496,0.0010496,0.0010496
50,785.976,1.1415,0.95198,1.28674,0.82446,0.83333,0.7527,0.49864,1.22037,1.39509,1.75451,0.0010298,0.0010298,0.0010298
51,801.231,1.14043,0.95606,1.34679,0.82458,0.83333,0.72428,0.49006,1.13249,1.36122,1.67552,0.00101,0.00101,0.00101
52,816.472,1.24725,0.88748,1.34696,0.82518,0.83333,0.75265,0.4902,1.21648,1.36297,1.79603,0.0009902,0.0009902,0.0009902
53,832.001,1.17373,0.9456,1.33841,0.82518,0.83333,0.75265,0.4902,1.21648,1.36297,1.79603,0.0009704,0.0009704,0.0009704
54,847.022,1.17364,0.92766,1.35693,0.82517,0.83333,0.77933,0.44789,1.39941,1.26656,2.00989,0.0009506,0.0009506,0.0009506
55,862.095,1.22785,0.94321,1.38406,0.82414,0.83333,0.77935,0.40375,1.4582,1.22287,2.06917,0.0009308,0.0009308,0.0009308
56,877.297,1.23271,0.9536,1.31637,0.82384,0.83333,0.7793,0.419,1.41922,1.17794,2.00103,0.000911,0.000911,0.000911
57,892.515,0.99469,0.82083,1.20669,0.82384,0.83333,0.7793,0.419,1.41922,1.17794,2.00103,0.0008912,0.0008912,0.0008912
58,907.681,1.10318,0.88491,1.3095,0.82256,0.83333,0.78026,0.49667,1.11522,1.24657,1.60947,0.0008714,0.0008714,0.0008714
59,923.078,1.12202,0.88884,1.2545,0.82197,0.83333,0.80295,0.53845,1.00214,1.18326,1.523,0.0008516,0.0008516,0.0008516
60,938.164,1.21951,0.87772,1.34959,0.82105,0.83333,0.78228,0.54181,1.01492,1.13643,1.60331,0.0008318,0.0008318,0.0008318
61,953.402,1.08017,0.91705,1.2604,0.82105,0.83333,0.78228,0.54181,1.01492,1.13643,1.60331,0.000812,0.000812,0.000812
62,968.59,1.08753,0.85733,1.26349,0.81141,0.83333,0.80859,0.5308,1.20368,1.21148,1.80488,0.0007922,0.0007922,0.0007922
63,983.694,1.0815,0.87231,1.30183,0.80315,0.83333,0.80785,0.44587,1.50103,1.3694,2.17377,0.0007724,0.0007724,0.0007724
64,998.912,1.05771,0.81892,1.25663,0.8132,0.83333,0.80787,0.42823,1.59301,1.3783,2.32935,0.0007526,0.0007526,0.0007526
65,1013.97,1.18515,0.88997,1.32915,0.8132,0.83333,0.80787,0.42823,1.59301,1.3783,2.32935,0.0007328,0.0007328,0.0007328
66,1029.01,1.0668,0.85396,1.2765,0.81643,0.83333,0.81091,0.50116,1.48335,1.34165,2.17532,0.000713,0.000713,0.000713
67,1044.28,1.07076,0.88233,1.28864,0.81859,0.83333,0.84977,0.56954,1.24048,1.22428,1.76364,0.0006932,0.0006932,0.0006932
68,1059.47,1.08048,0.81856,1.28944,0.81927,0.83333,0.85074,0.60509,1.17569,1.27438,1.63613,0.0006734,0.0006734,0.0006734
69,1074.82,1.10243,0.85788,1.28913,0.81927,0.83333,0.85074,0.60509,1.17569,1.27438,1.63613,0.0006536,0.0006536,0.0006536
70,1090.19,1.11703,0.86251,1.28302,0.80681,0.83333,0.82215,0.59855,1.20707,1.38109,1.6517,0.0006338,0.0006338,0.0006338
71,1105.75,1.1348,0.80135,1.32154,0.81229,0.83333,0.81441,0.52163,1.38096,1.46296,1.89107,0.000614,0.000614,0.000614
72,1121.11,1.06415,0.8212,1.2441,0.82203,0.83333,0.78008,0.45818,1.59065,1.43283,2.26652,0.0005942,0.0005942,0.0005942
73,1136.26,1.03783,0.83401,1.24798,0.82203,0.83333,0.78008,0.45818,1.59065,1.43283,2.26652,0.0005744,0.0005744,0.0005744
74,1151.33,1.08935,0.86309,1.31749,0.82588,0.83333,0.77863,0.40549,1.6963,1.34432,2.48657,0.0005546,0.0005546,0.0005546
75,1166.61,1.15739,0.81892,1.27514,0.82591,0.83333,0.77863,0.41519,1.69858,1.33122,2.5358,0.0005348,0.0005348,0.0005348
76,1182,1.28869,0.86742,1.35197,0.82602,0.83333,0.80901,0.46169,1.59831,1.32819,2.37337,0.000515,0.000515,0.000515
77,1197.23,1.08025,0.85851,1.29382,0.82602,0.83333,0.80901,0.46169,1.59831,1.32819,2.37337,0.0004952,0.0004952,0.0004952
78,1212.49,1.03212,0.82453,1.24546,0.82597,0.83333,0.78059,0.48064,1.52664,1.38322,2.23921,0.0004754,0.0004754,0.0004754
79,1227.6,1.09007,0.88128,1.32563,0.82548,0.83333,0.77865,0.48715,1.38383,1.45807,1.99616,0.0004556,0.0004556,0.0004556
80,1242.7,1.04171,0.80595,1.26958,0.82432,0.83333,0.78011,0.55881,1.23667,1.38934,1.80089,0.0004358,0.0004358,0.0004358
81,1257.98,1.11324,0.80097,1.31313,0.82432,0.83333,0.78011,0.55881,1.23667,1.38934,1.80089,0.000416,0.000416,0.000416
82,1273.44,1.0067,0.80455,1.19447,0.82267,0.83333,0.75334,0.56372,1.17473,1.33419,1.7301,0.0003962,0.0003962,0.0003962
83,1288.75,0.98975,0.76781,1.21983,0.82054,0.83333,0.72499,0.52866,1.17634,1.24723,1.72524,0.0003764,0.0003764,0.0003764
84,1303.87,0.97926,0.74192,1.20545,0.82029,0.83333,0.72505,0.5315,1.21266,1.24687,1.75238,0.0003566,0.0003566,0.0003566
85,1319,0.99304,0.82235,1.20438,0.82029,0.83333,0.72505,0.5315,1.21266,1.24687,1.75238,0.0003368,0.0003368,0.0003368
86,1334.37,1.00094,0.8802,1.22921,0.82162,0.83333,0.72517,0.52018,1.28363,1.30633,1.83297,0.000317,0.000317,0.000317
87,1349.68,0.97057,0.76221,1.18116,0.82334,0.83333,0.72544,0.48855,1.35145,1.36056,1.90081,0.0002972,0.0002972,0.0002972
88,1364.8,1.02313,0.78871,1.24436,0.82427,0.83333,0.72562,0.50375,1.42657,1.36164,2.01233,0.0002774,0.0002774,0.0002774
89,1380.23,1.00957,0.70383,1.16776,0.82427,0.83333,0.72562,0.50375,1.42657,1.36164,2.01233,0.0002576,0.0002576,0.0002576
