epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1129.08,1.44658,1.26689,1.73707,0.69766,0.57692,0.55882,0.19004,2.25729,2.59201,2.60708,0.0011882,0.0011882,0.0011882
43,1156,1.45441,1.27088,1.71625,0.85379,0.65385,0.71143,0.23952,2.17521,2.61178,2.53468,0.0011684,0.0011684,0.0011684
44,1182.65,1.45545,1.2826,1.73697,0.78739,0.61538,0.66466,0.21753,2.39801,3.14961,2.74239,0.0011486,0.0011486,0.0011486
45,1209.06,1.47158,1.26498,1.75856,0.8001,0.65385,0.77061,0.23597,2.35747,2.87053,2.69455,0.0011288,0.0011288,0.0011288
46,1235.77,1.4991,1.22085,1.75791,0.83203,0.65385,0.77356,0.25933,2.20617,2.42842,2.51948,0.001109,0.001109,0.001109
47,1262.64,1.54186,1.31327,1.75438,0.70483,0.57692,0.67331,0.22379,2.27215,2.50768,2.54562,0.0010892,0.0010892,0.0010892
48,1289.67,1.50432,1.26109,1.76427,0.66286,0.57692,0.64943,0.27112,2.10338,2.04822,2.35657,0.0010694,0.0010694,0.0010694
49,1316.55,1.39787,1.15875,1.64454,0.71783,0.5,0.64118,0.28789,1.96466,1.75092,2.24556,0.0010496,0.0010496,0.0010496
50,1343.06,1.4403,1.15993,1.69521,0.67379,0.5,0.57351,0.24517,1.99022,1.96286,2.26141,0.0010298,0.0010298,0.0010298
51,1369.04,1.45778,1.12165,1.70677,0.52674,0.5,0.44456,0.18897,2.00237,1.97322,2.33453,0.00101,0.00101,0.00101
52,1395.37,1.37759,1.12086,1.62975,0.53955,0.54091,0.48135,0.2164,1.98893,2.00977,2.35661,0.0009902,0.0009902,0.0009902
53,1421.59,1.46399,1.17025,1.74942,0.734,0.57692,0.63762,0.25425,1.97428,1.81441,2.35978,0.0009704,0.0009704,0.0009704
54,1447.98,1.38693,1.08935,1.67062,0.85528,0.68227,0.69884,0.26964,2.00159,1.76855,2.39813,0.0009506,0.0009506,0.0009506
55,1474.44,1.44041,1.21338,1.7157,0.85477,0.67952,0.74594,0.29723,2.01543,1.71833,2.39237,0.0009308,0.0009308,0.0009308
56,1500.96,1.44402,1.17468,1.70366,0.80625,0.65385,0.65974,0.29527,1.94167,1.78599,2.20758,0.000911,0.000911,0.000911
57,1527.19,1.3729,1.10622,1.67185,0.74641,0.69231,0.65846,0.30808,1.86774,1.78252,2.14779,0.0008912,0.0008912,0.0008912
58,1554.13,1.46596,1.17718,1.71022,0.72003,0.65385,0.65846,0.2925,1.92173,1.68293,2.19511,0.0008714,0.0008714,0.0008714
59,1580.45,1.53109,1.17913,1.74481,0.71456,0.69231,0.62346,0.23595,2.00223,1.8092,2.3635,0.0008516,0.0008516,0.0008516
60,1606.73,1.38023,1.10187,1.68768,0.70661,0.64863,0.59832,0.22698,2.04345,1.90572,2.36843,0.0008318,0.0008318,0.0008318
61,1633.13,1.37432,1.18313,1.69282,0.61318,0.65385,0.60001,0.23209,2.06324,1.84921,2.39381,0.000812,0.000812,0.000812
62,1660.29,1.45308,1.17901,1.69368,0.60823,0.65385,0.59584,0.2599,2.02663,1.82278,2.30433,0.0007922,0.0007922,0.0007922
63,1688.59,1.42403,1.14164,1.65559,0.58644,0.69231,0.55476,0.23244,1.97042,1.83986,2.2199,0.0007724,0.0007724,0.0007724
64,1716.39,1.34154,1.11486,1.6185,0.60506,0.73077,0.61683,0.23229,1.9535,1.93186,2.22619,0.0007526,0.0007526,0.0007526
65,1743.99,1.36503,1.09609,1.62554,0.69621,0.61707,0.62282,0.25217,1.94455,1.86228,2.24835,0.0007328,0.0007328,0.0007328
66,1770.11,1.37747,1.13805,1.61382,0.76378,0.69231,0.70781,0.29726,1.85086,1.74562,2.16615,0.000713,0.000713,0.000713
67,1796.12,1.29869,1.05481,1.58524,0.64519,0.69959,0.69835,0.30882,1.78883,1.85786,2.07415,0.0006932,0.0006932,0.0006932
68,1823.95,1.32717,1.02831,1.6045,0.75532,0.5,0.61478,0.29589,1.94055,2.05108,2.191,0.0006734,0.0006734,0.0006734
69,1850.72,1.36686,1.09984,1.60827,0.62533,0.53846,0.58212,0.28171,1.90504,2.07066,2.19489,0.0006536,0.0006536,0.0006536
70,1877.59,1.34592,1.11878,1.67472,0.63347,0.53846,0.60296,0.28944,1.87449,1.94834,2.17988,0.0006338,0.0006338,0.0006338
71,1904.94,1.33361,1.06666,1.60949,0.63395,0.53846,0.63086,0.2882,1.89833,1.86557,2.19124,0.000614,0.000614,0.000614
72,1932.2,1.34072,1.10287,1.63987,0.67087,0.6275,0.68303,0.31469,1.89884,1.58329,2.19818,0.0005942,0.0005942,0.0005942
73,1960.44,1.39679,1.08805,1.63102,0.76278,0.61848,0.70971,0.34929,1.84559,1.56405,2.10833,0.0005744,0.0005744,0.0005744
74,1986.36,1.33781,1.03654,1.58516,0.77697,0.61538,0.7095,0.35827,1.80489,1.6091,2.03745,0.0005546,0.0005546,0.0005546
75,2012.73,1.35654,1.00386,1.63255,0.77718,0.61538,0.67512,0.3521,1.77386,1.63279,2.02642,0.0005348,0.0005348,0.0005348
76,2038.72,1.24515,0.94991,1.55741,0.70706,0.65385,0.63056,0.34512,1.7452,1.59924,2.07999,0.000515,0.000515,0.000515
77,2064.8,1.26873,1.00296,1.51925,0.61894,0.76923,0.62299,0.34348,1.73899,1.54612,2.09746,0.0004952,0.0004952,0.0004952
78,2092.56,1.25447,0.95719,1.56138,0.66312,0.75735,0.64336,0.35067,1.65198,1.54334,2.00505,0.0004754,0.0004754,0.0004754
79,2120.92,1.29214,1.02402,1.5576,0.66061,0.73077,0.67629,0.36301,1.64638,1.52736,1.97031,0.0004556,0.0004556,0.0004556
80,2147.12,1.22007,0.92756,1.51755,0.79554,0.65385,0.73297,0.39543,1.62231,1.5012,1.98266,0.0004358,0.0004358,0.0004358
81,2173.2,1.32532,0.97199,1.54749,0.79478,0.69231,0.70075,0.35845,1.66141,1.54321,2.01026,0.000416,0.000416,0.000416
82,2199.28,1.20387,0.9258,1.49963,0.71481,0.65385,0.64056,0.31753,1.73579,1.61776,2.04456,0.0003962,0.0003962,0.0003962
83,2225.11,1.18981,0.90269,1.52094,0.68753,0.67739,0.62623,0.3168,1.77784,1.63833,2.08391,0.0003764,0.0003764,0.0003764
84,2250.54,1.28401,0.98335,1.58161,0.75146,0.65385,0.68399,0.34737,1.80237,1.57263,2.12383,0.0003566,0.0003566,0.0003566
85,2276.75,1.29941,0.98298,1.58712,0.69749,0.76923,0.71981,0.36704,1.7535,1.56963,2.08901,0.0003368,0.0003368,0.0003368
